Name,Division_Title,Division_Record,Status,Age,Height,Weight,Reach,Leg_Reach,Octagon_Reach,Trains_at,Fighting_Style,Total_Fights,Wins,Losses,Draws,Win_Percentage,Title_Defenses,Former_Champion,Fight_Win_Streak,Octagon_Debut,Wins_by_KO_TKO,Wins_by_SUB,Wins_by_DEC,First_Round_Wins,Sig_Strikes_Landed,Sig_Strikes_Attempted,Striking_Accuracy,Striking_Defense,Sig_Strikes_Landed_Per_Min,Sig_Strikes_Absorbed_Per_Min,Average_Sig_Strikes,Sig_Strikes_Head_Pct,Sig_Strikes_Body_Pct,Sig_Strikes_Leg_Pct,Takedowns_Landed,Takedowns_Attempted,Takedown_Accuracy,Takedown_Defense,Takedown_Avg_Per_15_Min,Submissions,Submission_Avg_Per_15_Min,Knockdowns,Knockdown_Avg,Average_Fight_Time,Control_Time,Event_1_Headline,Event_1_Date,Event_1_Result,Event_1_Time,Event_1_Method,Event_2_Headline,Event_2_Date,Event_2_Result,Event_2_Time,Event_2_Method,Event_3_Headline,Event_3_Date,Event_3_Result,Event_3_Time,Event_3_Method,Country,Place_of_Birth,Nickname,Stance,Sig_Str_Landed_Per_Min,Sig_Str_Absorbed_Per_Min,Sig_Str_Defense,Win_by_KO_TKO,Win_by_DEC,Win_by_SUB,Sig_Str_Head_Pct,Sig_Str_Body_Pct,Sig_Str_Leg_Pct
EvanElder,Lightweight Division,0-0,Active,28.0,"5' 10""",156 lbs,"72""",,,Kill Cliff FC,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,390,734,53.1,46.9,390.0,,,,,,2,0,0,0,0.0,0,0.0,2,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
TannerBoser,Middleweight Division,0-0,Active,54.0,"6' 0""",185 lbs,"74""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,642,934,68.7,31.3,642.0,,,,,,21,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
KaiAsakura,Heavyweight Division,0-0,Active,36.0,"6' 0""",260 lbs,"77.5""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,10,15,66.7,33.3,10.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Lightweight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,117,185,63.2,36.8,117.0,,,,,,6,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,nan Division,0-0,Active,52.0,"6' 3""",257 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FabioGurgel,Women's Strawweight Division,0-0,Active,31.0,"5' 3""",115 lbs,"63""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FabioGurgel,Middleweight Division,0-0,Active,37.0,"6' 0""",185 lbs,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FabioGurgel,Light Heavyweight Division,0-0,Active,30.0,"6' 1""",205 lbs,"74""",,,Lauzon MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FabioGurgel,Open Weight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,15,16,93.8,6.2,15.0,,,,,,1,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FabioGurgel,Light Heavyweight Division,0-0,Active,45.0,"6' 1""",239 lbs,"75""",,,Team Nogueira,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FabricioCamoes,Lightweight Division,0-0,Active,46.0,"5' 10""",155 lbs,"71.5""",,,Black House MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,123,260,47.3,52.7,123.0,,,,,,8,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FabricioWerdum,Heavyweight Division,0-0,Active,47.0,"6' 4""",241 lbs,"77""",,,Werdum Combat Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AliBagautinov,Middleweight Division,0-0,Active,,"5' 10""",185 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FarésZiam,Lightweight Division,0-0,Active,28.0,"6' 1""",156 lbs,"75""",,,Kill Cliff FC,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,560,907,61.7,38.3,560.0,,,,,,13,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
MagomedGadzhiyasulov,Featherweight Division,0-0,Active,27.0,"5' 8""",137 lbs,"71""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,408,661,61.7,38.3,408.0,,,,,,17,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Women's Strawweight Division,0-0,Active,25.0,"5' 6""",115 lbs,"67.5""",,,Silver Fox BJJ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,185,353,52.4,47.6,185.0,,,,,,3,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Women's Strawweight Division,0-0,Active,40.0,"5' 4""",115 lbs,"65""",,,Valle Flow Striking,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,549,1096,50.1,49.9,549.0,,,,,,6,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Women's Featherweight Division,0-0,Active,34.0,"5' 6""",145 lbs,"68""",,,Jungle MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,524,822,63.7,36.3,524.0,,,,,,6,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Bantamweight Division,0-0,Active,37.0,"5' 8""",135 lbs,"73""",,,Bronx's Gold Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,475,909,52.3,47.7,475.0,,,,,,9,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Flyweight Division,0-0,Active,35.0,"5' 7""",126 lbs,"69""",,,Pitbull Brothers,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,62,111,55.9,44.1,62.0,,,,,,2,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Bantamweight Division,0-0,Active,31.0,"5' 8""",145 lbs,"69""",,,Team Nogueira,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Flyweight Division,0-0,Active,24.0,"5' 7""",125 lbs,"70""",,,Chute Boxe,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,324,699,46.4,53.6,324.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Bantamweight Division,0-0,Active,27.0,"5' 6""",135 lbs,"68""",,,Allstars Training Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,159,308,51.6,48.4,159.0,,,,,,6,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Lightweight Division,0-0,Active,40.0,"5' 9""",155 lbs,"72""",,,Nova Uniao ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
Da WoonJung,Bantamweight Division,0-0,Active,,"5' 9""",135 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Welterweight Division,0-0,Active,,"6' 0""",170 lbs,,,,London Shootfighters,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
IanHeinisch,Open Weight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,21,22,95.5,4.5,21.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
LongXiao,Featherweight Division,0-0,Active,,"5' 8""",145 lbs,"68""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
LongXiao,Women's Strawweight Division,0-0,Active,23.0,"5' 7""",115 lbs,"66.5""",,,Chunbo Fighting Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,58,114,50.9,49.1,58.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FernandoPadilla,Featherweight Division,0-0,Active,28.0,"6' 1""",145 lbs,"76""",,,Team Oyama,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,152,374,40.6,59.4,152.0,,,,,,0,0,0,0,0.0,0,0.0,2,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FernieGarcia,Bantamweight Division,0-0,Active,33.0,"5' 7""",146 lbs,"67""",,,Fortis MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,217,453,47.9,52.1,217.0,,,,,,1,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
Ji YeonKim,Bantamweight Division,0-0,Active,32.0,"5' 11""",145 lbs,"70""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
KaiAsakura,Welterweight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FloydSword,Middleweight Division,0-0,Active,,"5' 11""",185 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,3,7,42.9,57.1,3.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
ForrestGriffin,Light Heavyweight Division,0-0,Active,45.0,"6' 3""",205 lbs,"77""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1103,2548,43.3,56.7,1103.0,,,,,,11,0,0,0,0.0,0,0.0,2,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
ForrestPetz,nan Division,0-0,Active,49.0,"5' 9""",170 lbs,"71.5""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,348,801,43.4,56.6,348.0,,,,,,7,0,0,0,0.0,0,0.0,5,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrancescoMaturi,Open Weight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
So YulKim,Light Heavyweight Division,0-0,Active,45.0,"6' 1""",265 lbs,"75""",,,Nova Uniao ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
TrevinJones,Flyweight Division,0-0,Active,35.0,"5' 6""",125 lbs,"68""",,,Team Figueiredo,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,110,158,69.6,30.4,110.0,,,,,,6,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
TrevinJones,Welterweight Division,0-0,Active,23.0,"5' 10""",170 lbs,"69""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,292,634,46.1,53.9,292.0,,,,,,4,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
TrevinJones,Bantamweight Division,0-0,Active,43.0,"5' 8""",135 lbs,"71""",,,United Mixed Martial Arts,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
JonHess,Lightweight Division,0-0,Active,43.0,"5' 10""",170 lbs,"70""",,,Macaco Gold Team ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
KaiAsakura,Lightweight Division,0-0,Active,46.0,"5' 9""",170 lbs,"70""",,,Constrictor Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1345,2615,51.4,48.6,1345.0,,,,,,21,0,0,0,0.0,0,0.0,5,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrancisCarmont,Middleweight Division,0-0,Active,43.0,"6' 3""",205 lbs,"78""",,,TriStar Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AliBagautinov,Featherweight Division,0-0,Active,26.0,"5' 9""",146 lbs,"72""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,367,899,40.8,59.2,367.0,,,,,,13,0,0,0,0.0,0,0.0,2,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrancisNgannou,Heavyweight Division,0-0,Active,38.0,"6' 4""",257 lbs,"82""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
ÉdgarCháirez,Bantamweight Division,0-0,Active,43.0,"5' 6""",136 lbs,"68""",,,Ricardo Almeida Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,2481,5209,47.6,52.4,2481.0,,,,,,73,0,0,0,0.0,0,0.0,3,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrankShamrock,Lightweight Division,0-0,Active,36.0,"5' 11""",155 lbs,"73""",,,Ricardo Almeida Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,119,223,53.4,46.6,119.0,,,,,,5,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrankShamrock,Bantamweight Division,0-0,Active,44.0,"5' 6""",135 lbs,"66""",,,Fight Ready,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,682,1271,53.7,46.3,682.0,,,,,,15,0,0,0,0.0,0,0.0,2,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
Ji YeonKim,Lightweight Division,0-0,Active,36.0,"5' 10""",155 lbs,"73""",,,Team Oyama,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,585,1110,52.7,47.3,585.0,,,,,,5,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrankShamrock,Lightweight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,2,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrankShamrock,Open Weight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,14,15,93.3,6.7,14.0,,,,,,1,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrankShamrock,Middleweight Division,0-0,Active,41.0,"5' 11""",185 lbs,,,,Team Quest,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrankShamrock,Heavyweight Division,0-0,Active,46.0,"6' 3""",260 lbs,"79""",,,Frank Mir Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrankShamrock,Catch Weight Division,0-0,Active,52.0,"5' 10""",185 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
FrankShamrock,Welterweight Division,0-0,Active,53.0,"5' 8""",181 lbs,"71""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,133,219,60.7,39.3,133.0,,,,,,2,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
So YulKim,Featherweight Division,0-0,Active,,,145 lbs,"66""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
HaitaoTi,Flyweight Division,0-0,Active,45.0,"5' 3""",125 lbs,"65.5""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,116,312,37.2,62.8,116.0,,,,,,8,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
HaitaoTi,Open Weight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,7,11,63.6,36.4,7.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GabeGreen,Lightweight Division,0-0,Active,32.0,"5' 10""",154 lbs,"73""",,,Kings MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,453,892,50.8,49.2,453.0,,,,,,3,0,0,0,0.0,0,0.0,2,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GabeRuediger,Lightweight Division,0-0,Active,47.0,"5' 10""",155 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,87,146,59.6,40.4,87.0,,,,,,2,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AngeLoosa,Women's Flyweight Division,0-0,Active,31.0,"5' 6""",126 lbs,"66""",,,MMA Masters,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,246,464,53.0,47.0,246.0,,,,,,2,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AngeLoosa,Featherweight Division,0-0,Active,37.0,"5' 8""",155 lbs,"71""",,,AKA (American Kickboxing Academy),Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,823,1860,44.2,55.8,823.0,,,,,,2,0,0,0,0.0,0,0.0,4,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AngeLoosa,Welterweight Division,0-0,Active,27.0,"6' 1""",171 lbs,"72.5""",,,Cerrado MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,281,601,46.8,53.2,281.0,,,,,,15,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AngeLoosa,Middleweight Division,0-0,Active,39.0,"6' 1""",205 lbs,"71.5""",,,Chute Boxe,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AngeLoosa,Heavyweight Division,0-0,Active,46.0,"6' 2""",257 lbs,"76""",,,Team Link,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,464,835,55.6,44.4,464.0,,,,,,24,0,0,0,0.0,0,0.0,7,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
Da WoonJung,Featherweight Division,0-0,Active,35.0,"5' 11""",145 lbs,"71""",,,Astra Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,72,141,51.1,48.9,72.0,,,,,,5,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AngeLoosa,Featherweight Division,0-0,Active,28.0,"5' 9""",145 lbs,"70""",,,Evolucao Thai,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,349,504,69.2,30.8,349.0,,,,,,13,0,0,0,0.0,0,0.0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AngeLoosa,Bantamweight Division,0-0,Active,30.0,"5' 6""",135 lbs,"71""",,,Team Nogueira,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
Da WoonJung,Light Heavyweight Division,0-0,Active,38.0,"5' 11""",205 lbs,"70.5""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GadzhiOmargadzhiev,Middleweight Division,0-0,Active,32.0,"6' 1""",171 lbs,"71.5""",,,MMA Factory,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,166,268,61.9,38.1,166.0,,,,,,3,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GaetanoPirrello,Featherweight Division,0-0,Active,33.0,"5' 7""",135 lbs,"65""",,,Osman Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,15,24,62.5,37.5,15.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
NickSanzo,Welterweight Division,0-0,Active,43.0,"5' 11""",170 lbs,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GanMcGee,Heavyweight Division,0-0,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GarettWhiteley,Lightweight Division,0-0,Active,,"6' 0""",155 lbs,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,183,329,55.6,44.4,183.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GarrethMcLellan,Middleweight Division,0-0,Active,43.0,"6' 0""",185 lbs,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,320,491,65.2,34.8,320.0,,,,,,4,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GarrettArmfield,Bantamweight Division,0-0,Active,28.0,"5' 6""",135 lbs,"70""",,,Marathon MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,340,595,57.1,42.9,340.0,,,,,,4,0,0,0,0.0,0,0.0,2,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
RossPearson,Lightweight Division,0-0,Active,36.0,"5' 9""",185 lbs,"69""",,,Sabens Martial Arts,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GaryGoodridge,Heavyweight Division,0-0,Active,59.0,"6' 3""",240 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
AliBagautinov,Welterweight Division,0-0,Active,42.0,"5' 11""",185 lbs,"71""",,,Fight Nights Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,178,388,45.9,54.1,178.0,,,,,,3,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
NickSanzo,Bantamweight Division,0-0,Active,32.0,"5' 7""",135 lbs,"69""",,,Combat Sports Academy,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,185,344,53.8,46.2,185.0,,,,,,2,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
GaugeYoung,Lightweight Division,0-0,Active,25.0,"5' 9""",156 lbs,"70""",,,Ignite Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,147,300,49.0,51.0,147.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,
